ENTRADAS;VISITAS_PAGINAS;GASTO_TOTAL;PRECIO_MEDIO_ENTRADA;TRANSACCIONES;CCAA;PROVINCIA;AÑO;MES
20;74;2122,902;106,1451;8;Galicia;Ourense;2018;10
37;195;3410,1148;89,4974;18;Castilla - La Mancha;Ciudad Real;2018;10
1817;237638;92655,1528;32,7616;525;Aragón;Zaragoza;2018;10
125;1344;3433,2132;48,6517;62;Andalucía;Granada;2018;10
375;3546;15753,8382;43,1862;162;Castilla - La Mancha;Toledo;2018;10
83;623;7080,2523;74,599;29;Castilla y León;Valladolid;2018;10
962;45302;67096,0959;65,6006;364;Cataluña;Tarragona;2018;10
6;28;872;189;3;Castilla y León;Segovia;2018;10
2105;256885;102085,4032;42,0302;770;Andalucía;Málaga;2018;10
46;136;2369,5836;42,9736;14;Andalucía;Córdoba;2018;10
100;454;4649,6286;70,5647;29;Región de Murcia;Murcia;2018;10
102;1811;8011,75;68,8055;47;Canarias;Las Palmas;2018;10
8;32;2893,4264;361,6783;3;Illes Balears;Illes Balears;2018;10
40;211;3216,9886;92,4259;13;Cataluña;Lleida;2018;10
1;2;32,0657;32,0657;1;Castilla - La Mancha;Albacete;2018;10
39;356;1438,4382;44,0737;26;Comunitat Valenciana;Castellón/Castelló;2018;10
40;883;3475,968;86,8992;12;Aragón;Teruel;2018;10
30;341;2146,9923;71,5147;12;Comunidad Foral de Navarra;Navarra;2018;10
7;28;230,51;32,93;2;La Rioja;La Rioja;2018;10
538;44715;38585,976;52,8013;168;Cantabria;Cantabria;2018;10
1;42;105,8169;105,8169;1;Andalucía;Huelva;2018;10
6463;383746;203373,1341;36,1925;2360;Comunitat Valenciana;Valencia/València;2018;10
9;96;248,2608;23,8288;8;País Vasco;Araba/Álava;2018;10
9;38;772,3607;171,7401;5;La Rioja;La Rioja;2018;11
16;62;458,55;25,45;7;Castilla - La Mancha;Guadalajara;2018;11
2301;128756;131908,6669;60,325;664;Cataluña;Girona;2018;11
26;238;875,9523;38,9769;19;País Vasco;Araba/Álava;2018;11
107;1923;8155,8408;44,2724;54;Extremadura;Cáceres;2018;11
202;3234;10707,4505;49,3536;76;Comunitat Valenciana;Alicante/Alacant;2018;11
2;2;46,0866;23,0433;1;Castilla y León;Segovia;2018;11
2;19;62;31;1;Castilla y León;Ávila;2018;11
200;2531;8713,2662;78,7778;90;Andalucía;Granada;2018;11
198;2304;7837,0559;53,3635;88;Andalucía;Málaga;2018;11
344;12633;16666,7596;40,5539;109;Aragón;Zaragoza;2018;11
12;62;1009,2592;111,0787;5;Galicia;A Coruña;2018;11
86637;23215291;5515497,42;49,6012;33647;Cataluña;Barcelona;2018;11
8;44;311,7998;44,3167;8;Andalucía;Jaén;2018;11
70;875;5115,4969;55,3067;29;Andalucía;Almería;2018;11
9;19;513,2848;56,6241;3;Principado de Asturias;Asturias;2018;11
2;3;110;55;1;Galicia;Pontevedra;2018;11
744;16584;32285,7289;47,1121;306;Cataluña;Tarragona;2018;11
55;1267;4822,9101;45,8353;24;Castilla y León;Salamanca;2018;11
12;129;1110,6084;92,5507;3;Comunidad Foral de Navarra;Navarra;2018;11
581;34553;29411,9745;77,6058;181;Cataluña;Lleida;2018;11
83;1377;7720,5283;51,1736;41;Extremadura;Badajoz;2018;11
51;873;4645,2669;151,8059;14;Illes Balears;Illes Balears;2018;11
3;22;307,5;96,75;3;Andalucía;Huelva;2018;11
27;777;1897,0543;72,0357;17;Canarias;Las Palmas;2018;11
56;172;2053,3324;29,2778;20;Andalucía;Córdoba;2018;11
54;312;7419,3779;130,5924;19;Castilla - La Mancha;Ciudad Real;2018;11
31;104;4559,75;117,875;14;Canarias;Santa Cruz de Tenerife;2018;11
9642;504042;331293,783;32,4403;3368;Comunitat Valenciana;Valencia/València;2018;11
208;2463;9198,1783;74,4401;69;Región de Murcia;Murcia;2018;11
67;485;3176,3316;43,5697;35;Comunitat Valenciana;Castellón/Castelló;2018;11
47;500;3720,7116;78,3673;22;Castilla y León;Valladolid;2018;11
642;10225;18611,9973;38,8155;258;Andalucía;Sevilla;2018;11
229;2674;12094,7984;41,8404;108;Castilla - La Mancha;Toledo;2018;11
66;711;5218,1412;72,3936;23;Cantabria;Cantabria;2018;11
141470;36343877;8138753,285;43,052;52437;Comunidad de Madrid;Madrid;2018;11
17;389;1171,3192;59,8069;7;Aragón;Teruel;2018;11
1;4;56,1;56,1;1;País Vasco;Bizkaia;2018;11
161;1967;10127,6038;58,4706;57;Andalucía;Cádiz;2018;11
317;2310;18630,2481;40,1085;104;Aragón;Zaragoza;2018;12
39;639;1326,618;45,0728;29;País Vasco;Araba/Álava;2018;12
4;34;862,0012;215,5003;2;Aragón;Huesca;2018;12
7;17;232,75;33,25;2;La Rioja;La Rioja;2018;12
8;87;492,8051;56,4147;5;Castilla y León;Burgos;2018;12
3;14;124,5;45;3;Castilla - La Mancha;Guadalajara;2018;12
24;165;993,156;41,3815;7;Principado de Asturias;Asturias;2018;12
400;13729;21694,7259;57,3954;186;Comunitat Valenciana;Alicante/Alacant;2018;12
133;1422;14632,6306;109,6179;52;Castilla - La Mancha;Ciudad Real;2018;12
2;37;131,9272;65,9636;2;Comunidad Foral de Navarra;Navarra;2018;12
3748;250057;233201,1391;68,8141;1178;Cataluña;Girona;2018;12
2;9;124;62;1;Castilla - La Mancha;Albacete;2018;12
112;1181;15313,8075;93,124;44;Canarias;Santa Cruz de Tenerife;2018;12
170;3303;16274,0075;48,1585;72;Castilla y León;Salamanca;2018;12
2;8;149;74,5;2;Andalucía;Huelva;2018;12
31;303;2745,0606;72,3932;21;Canarias;Las Palmas;2018;12
53;401;3501,442;62,0062;19;Galicia;A Coruña;2018;12
8;32;260,905;35,5145;7;Andalucía;Jaén;2018;12
28;339;2841,747;89,0055;13;País Vasco;Bizkaia;2018;12
179;9081;11580,8251;50,8181;91;Extremadura;Cáceres;2018;12
109;584;6238,57;77,0396;33;Región de Murcia;Murcia;2018;12
303;4156;18181,0208;57,8261;138;Andalucía;Málaga;2018;12
2;4;111,1;55,55;2;Galicia;Pontevedra;2018;12
115192;30491395;7587576,693;52,4653;45236;Cataluña;Barcelona;2018;12
120;1473;11740,4405;86,4774;51;Cataluña;Lleida;2018;12
82;1469;7806,6032;63,3987;25;Andalucía;Almería;2018;12
24404;4204426;1045874,549;36,343;8080;Comunitat Valenciana;Valencia/València;2018;12
153155;34448111;9147616,362;44,4085;56528;Comunidad de Madrid;Madrid;2018;12
559;7436;23818,6876;40,3904;220;Andalucía;Sevilla;2018;12
16;315;1448,0774;86,478;6;Aragón;Teruel;2018;12
20;104;542,4528;17,3267;8;Andalucía;Córdoba;2018;12
1057;35125;49414,2844;49,7614;416;Cataluña;Tarragona;2018;12
57;316;2734,691;55,0666;21;Andalucía;Cádiz;2018;12
102;1042;10309,5278;82,1257;45;Castilla y León;Valladolid;2018;12
300;5319;14953,5764;48,7383;139;Castilla - La Mancha;Toledo;2018;12
522;17592;32854,6915;103,5363;129;Illes Balears;Illes Balears;2018;12
124;1284;6975,0151;53,8696;40;Cantabria;Cantabria;2018;12
1;5;36,149;36,149;1;Castilla y León;León;2018;12
90;1533;8057,9968;62,7678;30;Extremadura;Badajoz;2018;12
1687;41634;69290,0679;44,675;509;Comunitat Valenciana;Castellón/Castelló;2018;12
138;898;9477,1712;68,5296;68;Andalucía;Granada;2018;12
34;2543;1009,1584;23,2681;30;Extremadura;Cáceres;2019;1
23;193;2323,9516;67,8555;9;Castilla y León;Burgos;2019;1
297;9572;28720,1559;104,1978;124;Castilla - La Mancha;Ciudad Real;2019;1
200;2046;17333,5419;72,7356;71;Comunitat Valenciana;Alicante/Alacant;2019;1
75;2831;6006,4907;39,5434;36;Castilla y León;Salamanca;2019;1
22;65;702,434;31,0609;7;La Rioja;La Rioja;2019;1
9;140;224,1567;24,9063;9;País Vasco;Araba/Álava;2019;1
4;29;237,3332;59,3333;3;Castilla - La Mancha;Guadalajara;2019;1
437;11280;22552,3069;85,6175;195;Andalucía;Granada;2019;1
12;67;1814,0002;160,1556;7;Castilla y León;Segovia;2019;1
313;4648;29377,7029;51,1001;108;Aragón;Zaragoza;2019;1
1472;29666;110020,82;72,9725;574;Cataluña;Girona;2019;1
298;3507;16839,8773;54,9491;135;Cataluña;Tarragona;2019;1
103;626;10901,1226;79,4902;32;Galicia;A Coruña;2019;1
12;73;349,531;27,9556;11;Andalucía;Jaén;2019;1
4;13;301,3164;75,3291;3;Principado de Asturias;Asturias;2019;1
647;18826;32342,0636;50,3226;284;Andalucía;Málaga;2019;1
5;16;469,06;65,705;3;Galicia;Pontevedra;2019;1
6;18;234,1448;39,0241;4;Andalucía;Almería;2019;1
102514;26209729;6409558,462;52,3291;40994;Cataluña;Barcelona;2019;1
36;552;1401,5928;29,3664;12;Andalucía;Córdoba;2019;1
4;29;314,1411;69,6906;4;Comunidad Foral de Navarra;Navarra;2019;1
246;7188;9546,7136;50,1547;68;Comunitat Valenciana;Castellón/Castelló;2019;1
19;228;1681,9499;111,4962;9;Aragón;Teruel;2019;1
250;2342;16162,7955;69,4404;79;Región de Murcia;Murcia;2019;1
838;31039;42991,1848;54,0291;274;Illes Balears;Illes Balears;2019;1
2;3;101,371;50,6855;2;Andalucía;Huelva;2019;1
10035;1118174;359247,1437;31,7469;3540;Comunitat Valenciana;Valencia/València;2019;1
107;1145;8093,9832;83,1856;50;Castilla y León;Valladolid;2019;1
12;80;811,8837;52,5364;7;Canarias;Las Palmas;2019;1
392;9604;36355,3736;92,7433;108;Extremadura;Badajoz;2019;1
122;2363;10830,9642;75,8453;55;Cataluña;Lleida;2019;1
762;27003;35171,7431;42,2111;322;Andalucía;Sevilla;2019;1
266;10453;34379,1599;109,6365;113;Canarias;Santa Cruz de Tenerife;2019;1
90;1024;7087,1023;64,9855;33;Cantabria;Cantabria;2019;1
139584;42512746;7800991,091;44,5919;55480;Comunidad de Madrid;Madrid;2019;1
344;8302;14591,8478;50,2861;170;Castilla - La Mancha;Toledo;2019;1
16;78;4801,506;258,6198;6;Aragón;Huesca;2019;1
37;241;1856,6473;54,3874;13;Andalucía;Cádiz;2019;1
9;33;778,95;75,675;4;País Vasco;Bizkaia;2019;2
797;47637;44003,0505;44,0542;320;Andalucía;Sevilla;2019;2
4;8;135,1616;33,7904;2;La Rioja;La Rioja;2019;2
6;24;144,8268;24,1378;6;Andalucía;Jaén;2019;2
1888;181371;126221,7958;58,4532;728;Cataluña;Girona;2019;2
236;3634;10595,6785;43,8953;89;Castilla - La Mancha;Toledo;2019;2
36;182;2568,155;47,1754;13;Galicia;Pontevedra;2019;2
10;50;377,185;37,7185;3;Principado de Asturias;Asturias;2019;2
53;337;7096,8587;143,5086;18;Canarias;Santa Cruz de Tenerife;2019;2
2;11;109;54,5;2;Castilla - La Mancha;Guadalajara;2019;2
315;4941;19257,4208;75,1231;150;Andalucía;Granada;2019;2
282;12115;12041,5692;42,7006;84;Castilla y León;Soria;2019;2
23;192;1019,5836;61,7258;7;Castilla y León;Segovia;2019;2
9;140;883,7891;116,2314;4;Aragón;Teruel;2019;2
7;106;203,347;31,9627;6;País Vasco;Araba/Álava;2019;2
27;234;5606,7072;178,8026;14;Aragón;Huesca;2019;2
5396;199424;158635,7784;32,5562;2072;Comunitat Valenciana;Valencia/València;2019;2
37;276;2261,783;61,4631;8;País Vasco;Gipuzkoa;2019;2
8;56;223,36;31,1967;7;Comunitat Valenciana;Castellón/Castelló;2019;2
105097;23107128;5503188,593;43,5685;41488;Comunidad de Madrid;Madrid;2019;2
138;3160;11124,8089;76,5988;44;Galicia;A Coruña;2019;2
26;223;1658,5834;86,8235;8;Comunidad Foral de Navarra;Navarra;2019;2
116;1295;10902,5976;90,3717;47;Castilla y León;Valladolid;2019;2
198;2738;12579,6838;56,2664;66;Andalucía;Cádiz;2019;2
19;623;779,3975;37,7133;16;Extremadura;Cáceres;2019;2
989;80714;45962,9751;52,7822;387;Illes Balears;Illes Balears;2019;2
8;16;198,012;25,8343;4;Castilla y León;Ávila;2019;2
125;12892;9842,3125;78,7385;39;Extremadura;Badajoz;2019;2
15;91;1235,733;54,7911;8;Canarias;Las Palmas;2019;2
4;11;163,2;40,8;2;Castilla y León;Salamanca;2019;2
2917;232069;128544,8639;82,0243;1205;Región de Murcia;Murcia;2019;2
518;9648;51077,1331;55,4171;157;Aragón;Zaragoza;2019;2
17;403;1762,0688;102,4084;8;Andalucía;Huelva;2019;2
48;1585;2701,0891;37,7649;19;Andalucía;Almería;2019;2
2152;372484;124962,191;58,2886;550;Andalucía;Córdoba;2019;2
191;3666;14725,9639;78,113;79;Cataluña;Lleida;2019;2
67241;11799484;3670434,824;49,1706;27174;Cataluña;Barcelona;2019;2
1896;256597;104323,3585;49,3971;590;Andalucía;Málaga;2019;2
109;2003;8013,2966;59,7595;44;Cantabria;Cantabria;2019;2
53;611;3699,2833;63,7898;25;Castilla y León;Burgos;2019;2
109;1701;11413,0882;106,2423;48;Castilla - La Mancha;Ciudad Real;2019;2
1217;75355;60742,0056;67,8215;463;Comunitat Valenciana;Alicante/Alacant;2019;2
222;3142;13026,141;67,6902;105;Cataluña;Tarragona;2019;2
95;963;8902,6684;77,5062;41;Castilla y León;Valladolid;2019;3
19;231;741;39;7;Comunitat Valenciana;Castellón/Castelló;2019;3
321;6172;16130,5203;69,0687;128;Andalucía;Granada;2019;3
1272;15324;87357,4173;63,2033;548;Cataluña;Girona;2019;3
500;10659;17778,8169;44,5369;216;Andalucía;Sevilla;2019;3
511;35310;20208,7725;39,5475;146;Castilla y León;Salamanca;2019;3
36;125;2254,1987;76,5835;14;Castilla y León;Burgos;2019;3
155;1609;14692,3688;79,0448;65;Cataluña;Lleida;2019;3
2;9;68,609;34,3045;2;Castilla - La Mancha;Guadalajara;2019;3
50;1524;3285,1615;59,6382;20;Aragón;Teruel;2019;3
387;5734;12919,5496;41,9416;163;Castilla - La Mancha;Toledo;2019;3
7;465;270,6795;38,6685;7;Extremadura;Cáceres;2019;3
1688;152958;98646,191;50,0025;452;Andalucía;Cádiz;2019;3
3;8;145,5;48,5;3;Aragón;Huesca;2019;3
1;4;34,109;34,109;1;Extremadura;Badajoz;2019;3
3523;482393;140853,6513;62,2364;1494;Comunitat Valenciana;Alicante/Alacant;2019;3
672;39393;36687,4246;62,0286;201;Cantabria;Cantabria;2019;3
38;180;3463,4633;56,8997;13;Galicia;A Coruña;2019;3
4131;154851;131821,2685;35,9248;1618;Comunitat Valenciana;Valencia/València;2019;3
35;492;1931,6272;126,7076;14;Castilla y León;Segovia;2019;3
105;6422;4556,3624;44,0769;35;Comunidad Foral de Navarra;Navarra;2019;3
1564;98409;84071,5545;58,7811;598;Región de Murcia;Murcia;2019;3
24;265;736,8246;38,6449;21;País Vasco;Araba/Álava;2019;3
90;3170;6045,6761;42,2445;29;Andalucía;Almería;2019;3
554;90573;30089,679;54,3135;152;Andalucía;Huelva;2019;3
26;15;2466;66,5;4;La Rioja;La Rioja;2019;3
645;18518;34664,5968;114,8765;240;Illes Balears;Illes Balears;2019;3
1333;41686;79072,1786;79,0629;468;Cataluña;Tarragona;2019;3
145;4185;5592,302;38,5676;42;Castilla y León;Ávila;2019;3
6;10;768,6072;117,7509;2;Castilla - La Mancha;Cuenca;2019;3
20;124;2906,53;133,835;7;Canarias;Santa Cruz de Tenerife;2019;3
1711;108239;91517,6371;51,7601;486;País Vasco;Gipuzkoa;2019;3
106350;19899082;5612500,152;43,5811;42175;Comunidad de Madrid;Madrid;2019;3
60;80;4129,09;66,0338;18;Andalucía;Córdoba;2019;3
68414;13292112;3618890,082;52,5689;27830;Cataluña;Barcelona;2019;3
35;252;3286,4336;90,0782;11;Canarias;Las Palmas;2019;3
122;1375;7952,0581;56,8027;48;Castilla - La Mancha;Ciudad Real;2019;3
130;1969;7530,8983;54,864;47;País Vasco;Bizkaia;2019;3
160;3442;12341,3535;56,1351;56;Galicia;Pontevedra;2019;3
556;22362;43325,5359;65,7851;193;Aragón;Zaragoza;2019;3
1025;112605;62141,7469;56,5794;309;Andalucía;Málaga;2019;3
26;169;1178,558;44,5801;11;Principado de Asturias;Asturias;2019;3
4;24;83,8;20,95;4;Andalucía;Jaén;2019;3
351;7119;20947,9837;46,4724;127;Andalucía;Cádiz;2019;4
91572;17087224;4740270,915;43,432;36620;Comunidad de Madrid;Madrid;2019;4
46;338;4188,2811;86,0428;20;Castilla y León;Valladolid;2019;4
118;2166;4513,1578;38,2471;34;Castilla y León;Soria;2019;4
80;1112;6727,2092;76,6343;32;Castilla - La Mancha;Ciudad Real;2019;4
97;1223;6517,9273;52,2653;41;Castilla y León;Burgos;2019;4
45;634;2159,2524;66,4366;14;Principado de Asturias;Asturias;2019;4
440;10575;47997,4895;68,2007;170;Cataluña;Tarragona;2019;4
271;6615;17955,1975;58,048;91;Comunitat Valenciana;Alicante/Alacant;2019;4
11;18;635,25;57,75;2;Castilla y León;Ávila;2019;4
2770;249382;170310,1923;66,2431;1161;Cataluña;Girona;2019;4
2;8;652,8;326,4;1;Castilla y León;Segovia;2019;4
245;5149;15621,1242;52,6261;78;Aragón;Zaragoza;2019;4
28;60;2581,866;64,8467;10;Andalucía;Córdoba;2019;4
38;1892;2625,5644;69,0938;16;Galicia;Pontevedra;2019;4
395;16860;16230,076;41,0888;108;Castilla - La Mancha;Guadalajara;2019;4
1466;274698;52362,1149;40,2058;576;Andalucía;Sevilla;2019;4
56;618;6645,635;124,8273;21;Canarias;Santa Cruz de Tenerife;2019;4
6;26;221,24;33,905;4;La Rioja;La Rioja;2019;4
947;106904;45727,8566;74,1901;376;Illes Balears;Illes Balears;2019;4
854;174477;46201,4812;66,0127;236;Andalucía;Huelva;2019;4
150;1677;13838,0885;87,1604;59;Cataluña;Lleida;2019;4
1129;83044;75455,5435;61,4931;369;Cantabria;Cantabria;2019;4
64785;11997938;3314703,044;51,1756;26541;Cataluña;Barcelona;2019;4
30;155;2731,4794;65,305;10;Galicia;A Coruña;2019;4
128;2710;8037,9104;60,6106;40;Aragón;Teruel;2019;4
735;64638;28724,641;38,78;318;Región de Murcia;Murcia;2019;4
42;328;2233,184;52,1547;25;Comunitat Valenciana;Castellón/Castelló;2019;4
1;3;23,909;23,909;1;Extremadura;Badajoz;2019;4
20;231;553,614;31,7635;19;País Vasco;Araba/Álava;2019;4
5559;355092;174839,616;33,5996;2020;Comunitat Valenciana;Valencia/València;2019;4
49;418;3845,2406;69,6296;18;Canarias;Las Palmas;2019;4
1311;86273;64387,7123;53,5888;383;País Vasco;Bizkaia;2019;4
8;157;279,6568;34,9571;7;Extremadura;Cáceres;2019;4
2;6;33,538;16,769;2;Andalucía;Jaén;2019;4
135;6403;8294,3206;55,7556;51;Andalucía;Almería;2019;4
89;2271;6331,4022;58,3816;31;Comunidad Foral de Navarra;Navarra;2019;4
350;30202;14572,0018;41,0315;155;Castilla - La Mancha;Toledo;2019;4
382;4656;18466,0575;51,6122;134;Andalucía;Málaga;2019;4
2;10;85,558;42,779;2;Castilla y León;León;2019;4
6;2;354;59;1;Castilla - La Mancha;Cuenca;2019;4
4;16;110;27,5;4;País Vasco;Gipuzkoa;2019;4
903;87108;37487,5178;71,3906;388;Andalucía;Granada;2019;4
344;10401;18024,3265;79,9002;117;Canarias;Santa Cruz de Tenerife;2019;5
32;335;2138,5636;73,7156;12;Comunidad Foral de Navarra;Navarra;2019;5
97;833;4318,069;46,7189;53;Comunitat Valenciana;Castellón/Castelló;2019;5
22;72;1478,0075;84,4296;11;Illes Balears;Illes Balears;2019;5
302;2813;14641,412;45,2555;115;Andalucía;Málaga;2019;5
1;3;131,58;131,58;1;Andalucía;Huelva;2019;5
12;43;640,24;53,3533;6;Canarias;Las Palmas;2019;5
3915;131759;157556,9529;34,0523;1570;Comunitat Valenciana;Valencia/València;2019;5
115;1023;4391,9546;71,1386;37;Región de Murcia;Murcia;2019;5
4;40;1300;325;2;Castilla y León;Segovia;2019;5
259;9759;10476,5714;38,3592;82;País Vasco;Gipuzkoa;2019;5
58776;8121030;3022340,303;51,8167;23991;Cataluña;Barcelona;2019;5
199;816;32388,117;143,7944;49;Cataluña;Lleida;2019;5
90;2286;2955,663;32,8407;29;Castilla y León;Soria;2019;5
229;3865;13147,5374;47,4523;83;Andalucía;Cádiz;2019;5
147;1840;5157,8179;26,6701;58;País Vasco;Araba/Álava;2019;5
49;1028;4634,4338;74,3041;14;Aragón;Teruel;2019;5
592;19999;31463,806;51,436;223;Extremadura;Badajoz;2019;5
20;210;1871,706;59,1585;6;Castilla y León;Burgos;2019;5
4739;1947236;186423,3648;47,9457;1901;Andalucía;Sevilla;2019;5
854;36534;45323,477;49,5008;257;País Vasco;Bizkaia;2019;5
178;2412;9829,3181;35,4092;71;Aragón;Zaragoza;2019;5
4520;474005;201413,0653;72,6943;2173;Cataluña;Girona;2019;5
29;601;1582,24;54,56;15;Castilla - La Mancha;Albacete;2019;5
282;2596;13960,1731;50,0008;107;Castilla - La Mancha;Toledo;2019;5
60;395;3427,2291;70,1758;28;Andalucía;Granada;2019;5
317;6603;31861,9897;78,7261;130;Cataluña;Tarragona;2019;5
1206;100098;37732,1118;25,0763;546;Andalucía;Córdoba;2019;5
104;1774;7718,0727;77,1376;52;Castilla y León;Valladolid;2019;5
136;2522;7536,5735;41,7205;51;Cantabria;Cantabria;2019;5
72486;10844776;3822063,046;43,7421;30100;Comunidad de Madrid;Madrid;2019;5
6;13;146,01;24,335;3;La Rioja;La Rioja;2019;5
51;997;3940,2;53,4333;25;Castilla - La Mancha;Ciudad Real;2019;5
2;5;81,6;40,8;1;Castilla y León;Salamanca;2019;5
244;4761;13297,9864;56,345;98;Comunitat Valenciana;Alicante/Alacant;2019;5
67;1099;4004,3013;58,7556;23;Principado de Asturias;Asturias;2019;5
134;4345;8410,1041;42,9187;49;Andalucía;Almería;2019;5
46;176;2361,5536;60,7222;10;Castilla - La Mancha;Cuenca;2019;5
7;41;174,86;22,43;4;Galicia;Pontevedra;2019;5
4;10;382,4;95,6;1;Galicia;A Coruña;2019;5
17;632;639,3887;37,6111;17;Extremadura;Cáceres;2019;5
26;388;849,2879;44,3728;18;País Vasco;Araba/Álava;2019;6
30;232;2824,8;79,25;6;Aragón;Teruel;2019;6
2;8;150,48;75,24;2;Castilla y León;Burgos;2019;6
306;4456;19231,9296;43,0054;100;Andalucía;Cádiz;2019;6
11;99;490;47,0313;9;Extremadura;Cáceres;2019;6
2224;92929;147664,0668;72,2344;968;Cataluña;Girona;2019;6
15;137;500,8;49,3;6;Castilla - La Mancha;Cuenca;2019;6
184;7252;13544,5003;70,3982;57;Andalucía;Almería;2019;6
1;55;34,5;34,5;1;Castilla - La Mancha;Guadalajara;2019;6
49;98;2656,5336;47,0372;18;Castilla - La Mancha;Ciudad Real;2019;6
32;189;1537,814;59,618;10;Aragón;Zaragoza;2019;6
38;172;3134,7289;82,8621;17;Andalucía;Granada;2019;6
612;15937;62478,4554;84,0696;225;Cataluña;Tarragona;2019;6
49;1721;3048,545;56,3675;22;Castilla y León;Valladolid;2019;6
32821;3395277;1749885,687;52,2955;14484;Cataluña;Barcelona;2019;6
2;10;125,0928;62,5464;1;Castilla y León;Salamanca;2019;6
4;4;180,15;45,0375;2;Castilla y León;Ávila;2019;6
5;7;155,8335;31,1667;3;Galicia;Pontevedra;2019;6
330;11032;12902,3328;37,4427;110;País Vasco;Gipuzkoa;2019;6
196;3698;11870,6197;97,2526;68;Cantabria;Cantabria;2019;6
45;264;2307,466;47,596;26;Comunitat Valenciana;Castellón/Castelló;2019;6
13;132;446,875;33,8125;5;La Rioja;La Rioja;2019;6
42;232;1975,0408;48,7046;16;Principado de Asturias;Asturias;2019;6
4;26;388;97;2;Aragón;Huesca;2019;6
160;1431;18788,9931;115,0387;50;Cataluña;Lleida;2019;6
88;972;6332,5701;83,4644;27;Comunidad Foral de Navarra;Navarra;2019;6
290;6034;18205,0376;58,6073;99;Comunitat Valenciana;Alicante/Alacant;2019;6
106;5136;3515,6702;33,1667;48;Andalucía;Córdoba;2019;6
342;15800;25361,3095;89,1053;110;Canarias;Santa Cruz de Tenerife;2019;6
45;854;2566,5332;47,76;20;Illes Balears;Illes Balears;2019;6
3698;207651;175655,6883;50,1226;1423;Extremadura;Badajoz;2019;6
59023;8441508;3205106,772;44,4808;24798;Comunidad de Madrid;Madrid;2019;6
178;1813;8959,9593;50,448;81;Castilla - La Mancha;Toledo;2019;6
922;159484;31410,384;50,8464;291;Andalucía;Málaga;2019;6
343;12182;17436,9493;46,63;145;Andalucía;Sevilla;2019;6
2;9;92;46;1;Andalucía;Huelva;2019;6
44;334;2168,75;49,025;17;País Vasco;Bizkaia;2019;6
41;372;1732,035;48,8896;12;Región de Murcia;Murcia;2019;6
2474;70321;101360,66;38,5339;997;Comunitat Valenciana;Valencia/València;2019;6
23;110;2702,3;121,6917;10;Castilla y León;Segovia;2019;6
732;37705;29848,9697;56,0851;219;Canarias;Las Palmas;2019;6
37306;4881560;1832722,365;53,2443;16285;Cataluña;Barcelona;2019;7
8;28;1068,96;133,62;4;Andalucía;Córdoba;2019;7
2;4;63,2;31,6;1;Galicia;A Coruña;2019;7
571;10008;28034,0815;57,4453;208;Andalucía;Málaga;2019;7
1900;80770;139980,7315;78,5697;711;Cataluña;Tarragona;2019;7
15;242;470,25;31,35;10;Andalucía;Huelva;2019;7
75;1494;4093,1775;54,5757;36;Castilla y León;Zamora;2019;7
5323;738722;245880,9775;42,5939;1989;Extremadura;Badajoz;2019;7
36;863;2913,0012;80,9167;12;Aragón;Teruel;2019;7
334;10238;12219,6992;39,403;113;País Vasco;Araba/Álava;2019;7
367;20450;24054,2847;52,934;126;Andalucía;Almería;2019;7
151;3736;20072,7133;84,7921;54;Canarias;Santa Cruz de Tenerife;2019;7
1802;55631;73035,7762;39,2762;735;Comunitat Valenciana;Valencia/València;2019;7
157;3294;11035,0203;70,5621;57;Illes Balears;Illes Balears;2019;7
122;922;6432,9834;51,1277;44;Extremadura;Cáceres;2019;7
574;11144;28122,6848;75,5366;149;Región de Murcia;Murcia;2019;7
414;7983;19994,5332;42,2483;169;Castilla - La Mancha;Toledo;2019;7
108;1033;7631,3927;80,1319;40;Andalucía;Granada;2019;7
629;21185;36393,0611;46,1625;215;Andalucía;Cádiz;2019;7
462;18821;38936,9299;73,265;147;Comunitat Valenciana;Alicante/Alacant;2019;7
56701;10082051;3072879,558;44,6292;23492;Comunidad de Madrid;Madrid;2019;7
54;165;2572,6203;43,7088;21;Castilla - La Mancha;Ciudad Real;2019;7
108;3945;7684,48;42,6267;30;La Rioja;La Rioja;2019;7
8;33;470,0002;55,8334;4;Castilla y León;Ávila;2019;7
460;45261;31310,2451;53,3413;178;Andalucía;Sevilla;2019;7
66;554;2417,037;47,4706;24;Aragón;Zaragoza;2019;7
62;1215;2580,6882;53,6649;24;Principado de Asturias;Asturias;2019;7
3;8;85,85;32,425;2;Castilla - La Mancha;Cuenca;2019;7
227;1751;23633,0566;96,1324;78;Cataluña;Lleida;2019;7
121;841;5427,8669;84,0521;39;Comunitat Valenciana;Castellón/Castelló;2019;7
1821;72692;131929,9781;73,7511;901;Cataluña;Girona;2019;7
1865;227145;74417,0572;70,6627;562;Canarias;Las Palmas;2019;7
60;272;870;14,5;20;Andalucía;Jaén;2019;7
88;1129;3955,5787;82,9856;29;País Vasco;Bizkaia;2019;7
1519;80703;79463,7939;51,6244;450;Cantabria;Cantabria;2019;7
66;535;1844,8875;62,4775;23;Castilla y León;Segovia;2019;7
45;451;2160;48;10;Castilla y León;Burgos;2019;7
8;11;609,76;76,22;3;Galicia;Pontevedra;2019;7
910;53940;50453,1023;68,7643;290;Comunidad Foral de Navarra;Navarra;2019;7
90;358;4321,0891;140,0105;25;Castilla y León;Segovia;2019;8
